x1,x2,x3,x4
7.265016981667309,20.776636257232795,1.6578844468542222,15.105495934164022
7.225034042533409,19.70834696371024,2.258351045188477,14.600160157885286
7.260084348505493,20.543755335439965,2.4654347317044376,12.528197717874024
7.976979853416281,21.056802394697637,3.5825179513896916,12.784948875419387
9.373891438822037,20.83390124197857,3.3204843025319493,13.122816178584918
6.961065245951072,19.538864955851395,3.9130705443131646,15.794683490404967
6.6929869934200354,20.453507875650452,3.662363467075181,10.973000262717076
7.61191567640528,20.56914520046293,2.5022200688842187,15.28087722932952
6.135324454967581,21.008857168259937,2.920879612261627,13.712005267789657
5.801852265569312,20.843616746381574,2.1481395776167878,11.391992476908143
7.320850308350256,20.80642414302794,1.0021498763346417,14.494968156434215
6.48928873147442,20.684300493509653,3.1270807345446476,11.256564565104828
7.166231286867169,18.362357993366338,2.7772685501570855,12.360553941695066
7.077141201514807,19.63864946564602,2.39409251789479,16.11003827494816
5.22136270040371,21.68361143632946,2.0454896342636246,14.804625574203117
7.066432664870932,20.037662603846265,2.6664473880438306,9.887941778776973
7.9625954448935055,21.616892210352702,5.106300476886917,13.978826562230342
7.493393312273101,20.415380353822716,2.3865489933201434,11.030390448930657
6.660099387338377,19.66291692665741,3.126097099762723,14.87221830606136
7.399151310050799,19.579436833483122,3.5062173200021354,11.096723547691765
8.96172497535118,19.846632368688198,2.061984695124391,11.612688464080971
7.157398558760898,19.315099171163805,3.1414769224358827,16.560622403651656
7.0603672695366715,20.1450090712577,3.9592255861145818,13.740254351562891
7.969215859405486,19.289670492020736,1.718375135043445,10.813736989054552
5.946192166701122,20.915106288995624,3.455826935483775,14.378270618318856
7.30509788929042,21.58216003427373,3.6916414822677215,14.416382280267987
7.059276491121286,19.11495144143022,2.6583864727933713,8.630402187552761
6.052037221076519,21.751930916863746,1.6178417330330062,13.123547536335147
9.990724363127292,21.379289894622246,4.790531507808589,15.199204468759339
6.779489925628943,22.343125286401083,1.2237338088236547,13.924122548906496
7.3949860628446125,19.329715216630984,2.882676264003651,15.14021531706483
4.818443672844252,19.97564201070154,2.9210474831145494,17.641013939137174
8.780369585603093,18.294366846615695,2.8694387206718477,14.540847167113478
7.492316803111657,19.245008777268293,4.5199086683695295,14.76934917392766
5.315801747516096,19.91737036323837,2.8962924950002056,14.344162423341684
6.916628781855595,20.601927906292065,2.9615955060822716,12.059686961688346
6.580328918195196,18.675912836084265,2.4965586103871216,14.202939618715222
7.328580620594953,19.542910850010397,2.2055859948313983,10.22152587165911
7.614881649471611,20.106883930893794,1.2415852747965925,12.005959700832278
6.329693852889204,18.064040158482683,3.2814974264535124,13.608055130695464
6.713082638967037,19.18218256372648,3.727812936369209,11.347418570986953
5.937642908094562,20.28312924524163,2.2583899694692833,13.510886419162418
7.971356321556,20.541566009372378,3.634020045729011,9.946182496328158
6.616628176794312,21.400472710782434,2.739134396547807,11.551740914865796
6.46159845947262,20.850308573106435,3.8870165238197805,10.681761702665536
5.362833169516463,20.5006464998682,4.152580349884295,11.864058493804697
6.6167078960578705,19.94255164150994,2.5418549281487266,13.229061258644494
7.953812516705475,18.322885836346746,1.5306713624679846,12.046588275338365
8.020586458529312,18.97161787684119,2.51962372142094,17.236607360370208
6.624408005772681,22.104904838068883,2.790217005741095,15.792621069869698
5.324505474010981,19.84582334583331,2.1046543803941447,9.651752563415593
6.772993923950029,20.091576856938254,1.5507374761632708,16.97770264794227
4.984979986354919,20.54902530931551,1.3383754179723497,11.171793379714472
6.710672845942879,20.482054133765743,2.7388872675550133,11.354667748244228
7.309225713051197,20.446000956025507,3.1366034678819847,11.168761238995437
6.972051986836445,20.863591925837387,2.4252407453529345,11.01498528742096
7.206388028541947,19.93746971151549,1.4215697074946985,12.328217656521348
7.430866111621406,21.25691328920372,1.208129234024994,13.000043875945506
6.1180440307834765,20.146610330634886,3.8032230390240995,13.034571252528346
6.161403218538291,21.655145658435888,5.027978321639322,11.376760397705691
6.068869305683585,21.68324337568456,4.371661277027302,13.228537561126867
6.060558381785556,20.348898044133477,2.2857609133514174,14.3088277754391
7.11647517854401,19.538064527610118,3.3575723943623723,10.167947339626906
7.677152691674039,19.388045008193785,3.402872064045264,12.517832143466727
6.853972709878505,21.051493605123607,3.762814693342402,10.507177262786273
7.090084766266414,19.807310139075874,2.7891291338336304,11.886636878649872
7.638314697899069,20.754764249320655,2.8937901176338974,12.937581824333572
7.235822115972393,19.81853565759875,3.575549998919902,15.358929617062202
5.855547493699818,21.040044280973227,3.2334861017240337,10.324388256278286
6.7551457899201655,18.127373385539308,2.137211050296746,15.18871162997318
7.93786817660356,20.710554263990048,2.2279148698958413,12.68356540989243
7.489409816779294,18.841082867887064,2.883891566653927,9.709177185247043
5.982704015125402,20.69553387643366,3.6312277355134097,11.619060880120989
7.651193517489513,20.030421341511396,2.9829508723625064,12.020908563625934
6.85499394126358,20.283847786324813,3.1804694869155163,10.537125462754286
7.125638407050358,19.439255003942858,2.621342108303266,8.981686574374457
6.716216354644033,21.037241876142573,3.8283127965538535,12.966772446838233
7.160933592306453,20.737016739784533,2.208888711884427,15.290669222644379
5.8837290331464605,20.57964647684532,4.1351274898752886,10.92314847997294
7.560021681627543,19.48833612330232,3.8374829036032305,13.78363217207917
7.265235417788605,18.331085471916044,3.9267427624868634,11.308433906579488
8.258792432528203,20.33113363437638,2.8342160969274253,14.862643737357073
7.415114068362246,19.9517356252857,3.573096449361615,12.383825073741384
6.833386921691217,21.001037990906188,2.2356400972484707,10.541881844267506
5.771050685276205,19.299246176056407,3.227177023396469,13.737947556114573
6.9119859775215655,19.72560803359734,2.7107129461688277,14.232555860015708
6.402322874842561,17.839760672646594,3.3617734102760424,12.808233782110234
7.2366071796521565,18.9382327795562,4.026882936395214,11.140179468933944
8.475900444861885,21.382669009751492,2.3057945169494003,12.670932075268377
4.862052611154207,19.92880267741796,1.2855672581761808,13.733291945292482
