Oldham_TX,Shackelford_TX,Burleson_TX,Upshur_TX,DeWitt_TX,Hall_TX,Panola_TX,Menard_TX,Rains_TX,Jackson_TX,Smith_TX,Terrell_TX,Erath_TX,Bosque_TX,Lavaca_TX,Wheeler_TX,Titus_TX,Baylor_TX,Kenedy_TX,Comal_TX,Austin_TX,Lee_TX,McCulloch_TX,Hidalgo_TX,Kendall_TX,Kent_TX,Aransas_TX,Frio_TX,Medina_TX,Gray_TX,Willacy_TX,Floyd_TX,Crosby_TX,Schleicher_TX,Rusk_TX,Hardeman_TX,Cottle_TX,Lynn_TX,Polk_TX,Fort Bend_TX,Wise_TX,Dallas_TX,Cass_TX,Hansford_TX,Wilson_TX,Carson_TX,Hunt_TX,Jack_TX,Leon_TX,Cooke_TX,Gaines_TX,Harrison_TX,Anderson_TX,Guadalupe_TX,Houston_TX,Scurry_TX,Hale_TX,Fayette_TX,Taylor_TX,Terry_TX,Travis_TX,Yoakum_TX,Cameron_TX,Palo Pinto_TX,Jim Wells_TX,Nueces_TX,Cherokee_TX,Jim Hogg_TX,Archer_TX,Clay_TX,Stephens_TX,Zapata_TX,Hutchinson_TX,Calhoun_TX,Navarro_TX,Sherman_TX,Madison_TX,Newton_TX,Hudspeth_TX,Dickens_TX,Randall_TX,Jeff Davis_TX,Colorado_TX,Ward_TX,Somervell_TX,Armstrong_TX,Presidio_TX,Potter_TX,Franklin_TX,Robertson_TX,Waller_TX,Upton_TX,Crane_TX,Fisher_TX,Kleberg_TX,Howard_TX,Tyler_TX,Coryell_TX,Deaf Smith_TX,Denton_TX,Montgomery_TX,Ochiltree_TX,Maverick_TX,Van Zandt_TX,Swisher_TX,Coke_TX,Culberson_TX,Motley_TX,Knox_TX,Dallam_TX,Eastland_TX,Goliad_TX,Val Verde_TX,Duval_TX,Roberts_TX,Nacogdoches_TX,Freestone_TX,Coleman_TX,Fannin_TX,Walker_TX,Zavala_TX,Llano_TX,Hemphill_TX,Caldwell_TX,McLennan_TX,Harris_TX,Wichita_TX,Johnson_TX,San Saba_TX,Parmer_TX,Bastrop_TX,Matagorda_TX,Grayson_TX,Parker_TX,Refugio_TX,San Augustine_TX,Donley_TX,La Salle_TX,Trinity_TX,Moore_TX,Gregg_TX,Hill_TX,Sterling_TX,Limestone_TX,Brooks_TX,Hays_TX,Brown_TX,Briscoe_TX,El Paso_TX,Jones_TX,Bell_TX,Burnet_TX,Montague_TX,Chambers_TX,Kinney_TX,Wilbarger_TX,Milam_TX,Hopkins_TX,McMullen_TX,Pecos_TX,Hartley_TX,Sutton_TX,Shelby_TX,Gonzales_TX,Bexar_TX,Lamb_TX,Tarrant_TX,Childress_TX,Crockett_TX,Lampasas_TX,Borden_TX,Winkler_TX,Hamilton_TX,Castro_TX,Williamson_TX,Runnels_TX,Bee_TX,Lubbock_TX,Brazoria_TX,Dimmit_TX,Angelina_TX,Galveston_TX,Andrews_TX,Garza_TX,Orange_TX,Jefferson_TX,Brewster_TX,Hood_TX,Collin_TX,Hardin_TX,Concho_TX,Mason_TX,Rockwall_TX,Throckmorton_TX,Kerr_TX,Red River_TX,Atascosa_TX,Glasscock_TX,Karnes_TX,Loving_TX,Collingsworth_TX,Lipscomb_TX,Dawson_TX,Starr_TX,Reagan_TX,Real_TX,Nolan_TX,Hockley_TX,Cochran_TX,Wharton_TX,Edwards_TX,Bailey_TX,Jasper_TX,Reeves_TX,Haskell_TX,Kimble_TX,Foard_TX,Tom Green_TX,Stonewall_TX,Bowie_TX,Victoria_TX,Ellis_TX,Uvalde_TX,Ector_TX,Mills_TX,Camp_TX,Liberty_TX,San Jacinto_TX,Irion_TX,Henderson_TX,Young_TX,Live Oak_TX,Martin_TX,Callahan_TX,Mitchell_TX,Morris_TX,Blanco_TX,Grimes_TX,Washington_TX,Midland_TX,Lamar_TX,Delta_TX,Comanche_TX,Falls_TX,San Patricio_TX,Webb_TX,Wood_TX,Brazos_TX,Kaufman_TX,Gillespie_TX
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00168279343711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0138888888889,0.0,0.0,0.0,0.0,4.39666732617e-05,0.0,0.0152514099611,0.0634920634921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000147825903322,0.0,0.0,0.0,0.0,0.000629975770163,0.0164102564103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802816901408,0.0,0.0,0.0,0.0,0.0,0.296296296296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0404929577465,0.0101781170483,0.0,0.013698630137,0.0,0.00317082837891,0.000816334190328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017478697837,0.00110910478694,0.0,0.000814829904257,0.0,0.0,0.0,0.0,0.0,0.375979112272,0.0,0.0,0.0,0.0,0.0,0.0,0.00388443797038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00062656641604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000974975625609,0.0,0.0267819485449,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00217518614574,0.0,0.00599256618372,0.0,0.0034797738147,0.00135897971984,0.857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00397318102806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0219298245614,0.00161439775322,0.0,0.0,0.0015712041137,0.0,0.0,0.0,0.0,0.0,0.00942760942761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0138888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.00905552466439,0.0634920634921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0197530864198,0.0,0.0,0.0,0.0,0.0,9.50309378498e-05,0.0,0.00874316939891,0.0,0.0,0.00107303565247,0.0205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.602112676056,0.0,0.0,0.0,0.0,0.0,0.37037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0352112676056,0.0127226463104,0.0,0.0,0.0,0.0,2.81494548389e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0436967445925,0.00104488045629,0.0,0.000407414952129,0.0,0.0,0.0,0.0,0.0,0.483028720627,0.0,0.0,0.0,0.0,0.0,0.0,0.00388443797038,0.0,0.0,0.0,0.0,0.0,0.0208333333333,0.0,0.00015664160401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.87663320039e-05,0.000259993500162,0.0,0.022986081822,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00230067765415,0.0,0.00561328984298,0.0,0.00434971726838,0.00118475155063,0.0,0.0,0.0,0.0,0.0,0.0,0.00128452151574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0877192982456,0.000764211954185,0.0,0.0,0.00192829595772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00392872176231,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00100654252642,0.0471046151402,0.0634920634921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0493827160494,0.0,0.0,0.0,0.0,0.0,0.000105589930944,0.0,0.0360655737705,0.0,0.0,0.001246105919,0.0205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37037037037,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0352112676056,0.00966921119593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0436967445925,0.00139070377516,0.0,0.00162965980851,0.0,0.0,0.0,0.0,0.0,0.483028720627,0.0,0.0,0.0,0.0,0.0,0.0,0.00388443797038,0.0,0.0,0.0,0.0,0.0,0.0208333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000275065328015,0.0132596685083,0.0,0.0381695487136,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00230067765415,0.0,0.00648562542669,0.0,0.00260983036103,0.00156805352289,0.0,0.0,0.0,0.0,0.125,0.0,0.00642260757868,6.97995009336e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.579268292683,0.0,0.0,0.0,0.0,0.0,0.0438596491228,0.000191052988546,0.0,0.0,0.0879874303671,0.0,0.0,0.0,0.000190005700171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10650887574,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000105279781018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00508380332036,0.0634920634921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0197530864198,0.0,0.0,0.0,0.0,0.0,6.33539585665e-05,0.0,0.184153005464,0.0,0.0,0.00110534210223,0.00820512820513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.296296296296,0.0,0.0,0.0,0.0,0.0,0.01875,0.0,0.0,0.0,0.0,0.0352112676056,0.00407124681934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0436967445925,0.000995477125023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.396866840731,0.0,0.0,0.0,0.0,0.0,0.0,0.0172371934936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000137532664008,0.017679558011,0.0,0.0145508224378,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00184054212332,0.0,0.00257907911704,0.0,0.0,0.000871140846052,0.0,0.0,0.0,0.0,0.5,0.0,0.0,6.97995009336e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.439024390244,0.0,0.0,0.0,0.00155952174666,0.0,0.0,0.0,0.0,0.0,0.137837451793,0.0,0.0,0.0,6.33352333903e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000210559562036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011994598459,0.0634920634921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.231693989071,0.0,0.0,0.00214607130495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148148148148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0352112676056,0.00407124681934,0.0,0.0,0.0,0.0,2.81494548389e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0402010050251,0.00158584693366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.396866840731,0.0,0.0,0.0,0.0,0.0,0.0,0.0101966496723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017614559636,0.0,0.00906790383804,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00184054212332,0.0,0.0,0.0,0.0,0.000313610704579,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.000191948627567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.329268292683,0.0,0.0,0.0,0.00485184543407,0.0,0.0,0.0,0.0,0.0,0.0718468790173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00164940896179,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131204927094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19833366308e-05,0.0,0.0128683771547,0.0634920634921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232240437158,0.0,0.0,0.00215760932272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0352112676056,0.00483460559796,0.0,0.0,0.0,0.0,3.75326064519e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0280751584007,0.0014079949411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00388443797038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00125313283208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217094572636,0.0,0.00337410375369,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00184054212332,0.0,0.00201016460593,0.0,0.0,0.00940832113736,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.000191948627567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00242592271703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00315220379364,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00435595093962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.49583415771e-05,0.0,0.00730796727302,0.0634920634921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232786885246,0.0,0.0,0.00229837313949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0352112676056,0.0173027989822,0.0,0.0,0.0,0.0,3.75326064519e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0403102468866,0.00136600210952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.221932114883,0.0,0.0,0.0,0.0,0.0,0.0,0.00388443797038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0103347416315,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00184054212332,0.0,0.0113403625882,0.0,0.0,0.0087810997282,0.0,0.0,0.0,8.68432479375e-05,0.5,0.0,0.0,0.000174498752334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00114269390087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00315220379364,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000105279781018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000252808371255,0.0,0.0242275001986,0.0634920634921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11179861888e-05,0.0,0.234972677596,0.0,0.0,0.00248298142379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0387323943662,0.00203562340967,0.0,0.0,0.0,0.0,6.56820612907e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0480664190518,0.00109675395412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.676240208877,0.0,0.0,0.0,0.0,0.0,0.0,0.00388443797038,0.0,0.0,0.0,0.166666666667,0.000170241743275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0130576713819,0.0,0.0,0.0,0.0,0.00311992200195,0.0,0.00337410375369,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00322384889631,0.0,0.0,0.00672520733152,0.0,0.0,0.0,0.00034737299175,0.5,0.0,0.0,0.000139599001867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000296132132247,0.0,0.0,0.000571346950436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0148148148148,0.0,0.0,0.0,0.00318885732612,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00168279343711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000210559562036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011431335048,0.0,0.0207323854158,0.0634920634921,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0416666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000232297848077,0.0,0.24262295082,0.0,0.0,0.00229145032883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0492957746479,0.0,0.0,0.0,0.0,0.0,3.75326064519e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0100502512563,0.0181341490059,0.00347058402148,0.0166666666667,0.0,0.0,0.0,0.0,0.00532950227083,0.0392156862745,0.772845953003,0.0,0.0,0.0,0.0,0.0,0.0,0.00388443797038,0.0048602673147,0.0,0.0,0.666666666667,0.000680966973102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000133576739837,0.0,0.0,0.0,0.0,0.0,0.0174102285092,0.0,0.0,0.0,0.0,0.00318492037699,0.0,0.00274145929987,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00500644769779,0.0,0.00152240104393,0.0117778242386,0.0,0.0,0.000139242683616,0.000595496557286,0.5,0.0,0.00256904303147,5.23496257002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00104123878758,0.0,0.0,0.00114269390087,0.0,0.159090909091,4.15748555274e-05,0.0,0.0,0.00538720538721,0.0,0.0,0.0,0.000679117147708,0.0,0.0,0.0,0.0,0.0,0.0,0.0148148148148,0.0,0.0,0.0,0.000146614129937,0.0,0.0,0.0,0.00779220779221,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.00575539568345,0.0,0.0,0.0,0.00462768195204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000684697021568,0.0,0.0,0.000263199452545,0.0,0.0,0.757042253521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00145090021764,0.00503271263211,0.0625943283819,0.0793650793651,0.00523560209424,0.0,0.0,0.0,1.0,0.0,0.0,0.208333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0113314447592,0.0,0.0,0.0469452832978,0.0,0.32349726776,0.0,7.10782571611e-05,0.00312218760817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00490196078431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0369718309859,0.0089058524173,0.0,0.0,0.0,0.0,7.50652129037e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00064047822374,0.0,0.0,0.0,0.0226130653266,0.0122350884859,0.00645948556311,0.0833333333333,0.0,0.0,0.0,0.0,0.0105663175456,0.0980392156863,0.984334203655,0.0,0.0,0.0,0.0,0.0,0.0,0.0121388686574,0.0,0.0,0.0,0.833333333333,0.000680966973102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000178102319783,0.0,0.0,0.0,0.0,0.0,0.0304678998912,0.0,0.0,0.0,0.0,0.00409489762756,0.0,0.0177140447069,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00049695614362,0.0,0.0,0.0,0.0156261852386,0.0,0.0147890387125,0.0287128022859,0.0,0.0,0.0,0.00135227343217,0.625,0.0,0.00642260757868,5.23496257002e-05,0.0,0.0,0.0,0.0,0.0,0.52,0.000496647628508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00207936232889,0.0,0.0,0.00133737091982,0.0,0.0,0.00142836737609,0.0,1.0,0.0,0.000126670466781,0.0,0.00808080808081,0.0,0.0,0.0,0.00271646859083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00241109101869,0.0120938628159,0.000384862091084,0.0156657963446,0.0,0.0,0.0155844155844,0.0
